Movie_Name,Movie_Description,Movie_Date_Of_Release,Movie_Genres,Movie_Rate,Movie_Metascore,Movie_Length,Movie_Votes,Movie_Restriction,Movie_Gross
The Good Lie,"A group of Sudanese refugees, given the chance to resettle in the U.S., arrive in Kansas City, Missouri, where their encounter with an employment agency counselor forever changes all of their lives.",2014,"Biography, Drama",7.4,65.0,110,28611,PG-13,"2,716,989"
"McFarland, USA","Jim White moves his family after losing his last job as a football coach, and at his new school he turns seven disappointing students into one of the best cross-country teams in the region.",2015,"Biography, Drama, Sport",7.4,60.0,129,38690,PG,"44,469,602"
Love & Mercy,"In the 60s, Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 80s, he's a broken, confused man under the 24-hour watch of shady therapist, Dr. Eugene Landy.",2014,"Biography, Drama, Music",7.4,80.0,121,39474,PG-13,"12,547,189"
"Good Night, and Good Luck.",Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.,2005,"Biography, Drama, History",7.4,80.0,93,97762,PG,"31,501,218"
The Greatest Game Ever Played,"In the 1913 U.S. Open, twenty-year-old Francis Ouimet played golf against his idol, 1900 U.S. Open champion, Englishman Harry Vardon.",2005,"Biography, Drama, Sport",7.4,55.0,120,30744,PG,"15,331,289"
Miracle,"The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Soviet squad.",2004,"Biography, Drama, History",7.4,68.0,135,54257,PG,"64,378,093"
American Splendor,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,2003,"Biography, Comedy, Drama",7.4,90.0,101,49969,R,"6,003,587"
Rabbit-Proof Fence,"In 1931, three half-white, half-Aboriginal girls escape after being plucked from their houses to be trained as domestic staff, and set off on a journey across the Outback.",2002,"Biography, Drama",7.4,80.0,94,28780,PG,"6,165,429"
Erin Brockovich,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,2000,"Biography, Drama",7.4,73.0,131,195245,R,"125,595,205"
Elizabeth,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.,1998,"Biography, Drama, History",7.4,75.0,124,98719,R,"30,082,699"
Man on the Moon,The life and career of legendary comedian Andy Kaufman.,1999,"Biography, Comedy, Drama",7.4,58.0,118,130616,R,"34,580,635"
Gods and Monsters,The last days of Frankenstein (1931) director James Whale are explored.,1998,"Biography, Drama",7.4,74.0,105,30917,R,"6,390,032"
Searching for Bobby Fischer,A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,1993,"Biography, Drama, Sport",7.4,89.0,109,40154,PG,"7,266,383"
The King and I,A widow accepts a job as a live-in governess to the King of Siam's children.,1956,"Biography, Drama, Musical",7.4,72.0,133,26094,G,"21,300,000"
The Banker,In the 1960s two African-American entrepreneurs hire a working-class white man to pretend to be the head of their business empire while they pose as a janitor and chauffeur.,2020,"Biography, Drama",7.3,59.0,120,27569,PG-13,
Official Secrets,The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.,2019,"Biography, Crime, Drama",7.3,63.0,112,46903,R,"395,511"
Snowden,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.",2016,"Biography, Crime, Drama",7.3,58.0,134,150835,R,"21,587,519"
A Street Cat Named Bob,"The true feel-good story of how James Bowen, a busker and recovering drug addict, has his life transformed when he meets a stray ginger cat. Based on the international best selling book.",2016,"Biography, Drama, Family",7.3,54.0,103,31091,Not Rated,"35,070"
The Disaster Artist,"When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",2017,"Biography, Comedy, Drama",7.3,76.0,104,152191,R,"21,120,616"
Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",2015,"Biography, Drama, History",7.3,51.0,109,58361,PG-13,"33,305,037"
Belle,"The biracial daughter, Dido Elizabeth Belle (Gugu Mbatha-Raw), of Royal Navy Captain Sir John Lindsay (Matthew Goode) is raised by aristocratic Great-uncle Lord William Murray, 1st Earl of Mansfield (Tom Wilkinson) in 18th century England.",2013,"Biography, Drama, Romance",7.3,64.0,100,30431,PG,"10,726,630"
Rocketman I,A musical fantasy about the fantastical human story of Elton John's breakthrough years.,2019,"Biography, Drama, Musical",7.3,69.0,121,171084,R,"96,368,160"
Belfast,A young boy and his working-class Belfast family experience the tumultuous late 1960s.,2021,"Biography, Drama",7.3,75.0,98,61877,PG-13,
Beautiful Boy I,"Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many years.",2018,"Biography, Drama",7.3,62.0,120,73689,R,"7,649,973"
First Man,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",2018,"Biography, Drama, History",7.3,84.0,141,185840,PG-13,"44,936,545"
Invictus,"Nelson Mandela, in his first term as President of South Africa, initiates a unique venture to unite the Apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup.",2009,"Biography, Drama, History",7.3,74.0,134,158735,PG-13,"37,491,364"
Lincoln,"As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",2012,"Biography, Drama, History",7.3,86.0,150,259026,PG-13,"182,207,973"
The Queen,"After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.",2006,"Biography, Drama",7.3,91.0,103,110047,PG-13,"56,441,711"
Coach Carter,Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.,2005,"Biography, Drama, Sport",7.3,57.0,136,146017,PG-13,"67,264,877"
Capote,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",2005,"Biography, Crime, Drama",7.3,88.0,114,132656,R,"28,747,570"
Monster,"Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.",2003,"Biography, Crime, Drama",7.3,74.0,109,150340,R,"34,469,210"
24 Hour Party People,"In 1976, Tony Wilson sets up Factory Records and brings Manchester's music to the world.",2002,"Biography, Comedy, Drama",7.3,85.0,117,37289,R,"1,130,379"
Quills,"In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor.",2000,"Biography, Drama",7.3,70.0,124,54178,R,"7,060,876"
"Girl, Interrupted",Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.,1999,"Biography, Drama",7.3,51.0,127,183156,R,"28,871,190"
Antwone Fisher,"Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.",2002,"Biography, Drama",7.3,62.0,120,35748,PG-13,"21,078,145"
Frida,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",2002,"Biography, Drama, Romance",7.3,61.0,123,89351,R,"25,885,000"
Amistad,"In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally free.",1997,"Biography, Drama, History",7.3,63.0,155,76513,R,"44,175,394"
The People vs. Larry Flynt,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",1996,"Biography, Drama",7.3,79.0,130,94578,R,"20,191,312"
The Basketball Diaries,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,1995,"Biography, Crime, Drama",7.3,46.0,102,110408,R,"2,424,439"
Heavenly Creatures,"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.",1994,"Biography, Crime, Drama",7.3,86.0,99,63535,R,"3,049,135"
This Boy's Life,"The story about the relationship between a rebellious 1950s teenager and his abusive stepfather, based on the memoirs of writer and literature Professor Tobias Wolff.",1993,"Biography, Drama",7.3,60.0,115,52640,R,"4,104,962"
"Good Morning, Vietnam","In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.",1987,"Biography, Comedy, Drama",7.3,67.0,121,139632,R,"123,922,370"
Dolemite Is My Name,"Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.",2019,"Biography, Comedy, Drama",7.2,76.0,118,60335,R,
The Report I,"Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.",2019,"Biography, Crime, Drama",7.2,66.0,119,42338,R,
The King I,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",2019,"Biography, Drama, History",7.2,62.0,140,124443,R,
Vice I,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that we still feel today.",2018,"Biography, Comedy, Drama",7.2,61.0,132,144055,R,"47,836,282"
The Professor and the Madman,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",2019,"Biography, Drama, History",7.2,27.0,124,45346,Not Rated,
The Founder,"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.",2016,"Biography, Drama",7.2,66.0,115,147638,PG-13,"12,786,053"
The End of the Tour,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",2015,"Biography, Drama",7.2,82.0,106,30584,R,"2,993,669"
Stan & Ollie,"Laurel and Hardy, the world's most famous comedy duo, attempt to reignite their film careers as they embark on what becomes their swan song: a grueling theatre tour of post-war Britain.",2018,"Biography, Comedy, Drama",7.2,75.0,98,37173,PG,"5,470,235"
